AZ,Host,Chip,VM,Start,Length,Color,Inst.,Anti-Afinidad,HOST,host_chip,Requerimiento,Numero
AZ08,11,Chip 1,SGSN-MME GPB/LC,0,17,#4E545B,1,2,54,54 - AZ08 - 11,18,8 de 18
AZ08,11,Chip 1,INFRA,17,3,#000000,0,1,54,54 - AZ08 - 11,0,
AZ08,11,Chip 2,SGSN-MME GPB/LC,20,17,#4E545B,1,2,54,54 - AZ08 - 11,18,17 de 18
AZ08,11,Chip 2,INFRA,37,3,#000000,0,1,54,54 - AZ08 - 11,0,
AZ08,12,Chip 1,EPG-C SFOC,0,12,#8BC34A,1,2,55,55 - AZ08 - 12,7,4 de 7
AZ08,12,Chip 1,INFRA,17,3,#000000,0,1,55,55 - AZ08 - 12,0,
AZ08,12,Chip 2,SGSN-MME GPB/LC,20,17,#4E545B,1,2,55,55 - AZ08 - 12,18,18 de 18
AZ08,12,Chip 2,INFRA,37,3,#000000,0,1,55,55 - AZ08 - 12,0,
AZ08,13,Chip 1,SGSN-MME GPB/LC,0,17,#4E545B,1,2,56,56 - AZ08 - 13,18,9 de 18
AZ08,13,Chip 1,INFRA,17,3,#000000,0,1,56,56 - AZ08 - 13,0,
AZ08,13,Chip 2,INFRA,37,3,#000000,0,1,56,56 - AZ08 - 13,0,
AZ09,1,Chip 1,DRA SC,0,3,#FF0033,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 1,EPG-C RP,3,2,#8BC34A,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 1,HSS-FE SC,5,2,#1E88E5,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 1,MTAS SC,7,5,#27408B,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 1,SGSN-MME NCB,12,4,#4E545B,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 1,INFRA,17,3,#000000,0,1,57,57 - AZ09 - 1,0,
AZ09,1,Chip 2,CSCF SC,20,4,#C21807,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 2,EPG-U RP,24,2,#43A047,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 2,HLR-FE AP - SC,26,5,#00BFFF,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 2,SBG SC,31,4,#5C4033,1,1,57,57 - AZ09 - 1,2,1 de 2
AZ09,1,Chip 2,SGSN-MME FSB,35,2,#4E545B,1,1,57,57 - AZ09 - 1,2,2 de 2
AZ09,1,Chip 2,INFRA,37,3,#000000,0,1,57,57 - AZ09 - 1,0,
AZ09,2,Chip 1,DRA SC,0,3,#FF0033,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 1,HSS-FE SC,3,2,#1E88E5,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 1,MTAS SC,5,5,#27408B,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 1,SGSN-MME NCB,10,4,#4E545B,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 1,SGSN-MME FSB,14,2,#4E545B,1,1,58,58 - AZ09 - 2,2,1 de 2
AZ09,2,Chip 1,INFRA,17,3,#000000,0,1,58,58 - AZ09 - 2,0,
AZ09,2,Chip 2,CSCF SC,20,4,#C21807,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 2,EPG-C RP,24,2,#8BC34A,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 2,EPG-U RP,26,2,#43A047,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 2,HLR-FE AP - SC,28,5,#00BFFF,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 2,SBG SC,33,4,#5C4033,1,1,58,58 - AZ09 - 2,2,2 de 2
AZ09,2,Chip 2,INFRA,37,3,#000000,0,1,58,58 - AZ09 - 2,0,
